,Name,Year,Selling_Price,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Brand,Model,Km_Driven_log,Selling_Price_log,Car_Age
3355,Hyundai Xcent 1.2 CRDi E,2017,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,Xcent1.2,11.289781913656018,12.765688433465597,7
3356,Hyundai Elite i20 Asta Option CVT BSIV,2017,635000,25000,Petrol,Dealer,Automatic,First Owner,Hyundai,Elitei20,10.126631103850338,13.36138027787483,7
3357,Honda City S,2012,325000,40700,Petrol,Individual,Manual,First Owner,Honda,CityS,10.613983371430686,12.691580461311874,12
3359,Tata Indigo GLE BSIII,2008,110000,42000,Petrol,Dealer,Manual,First Owner,Tata,IndigoGLE,10.645424897265505,11.608235644774552,16
3361,Maruti Swift 1.3 LXI,2007,73000,80000,Petrol,Individual,Manual,Second Owner,Maruti,Swift1.3,11.289781913656018,11.198214720130528,17
3363,Maruti Ciaz ZXi Plus,2016,750000,6000,Petrol,Dealer,Manual,First Owner,Maruti,CiazZXi,8.699514748210191,13.527828485512494,8
3365,Maruti Baleno Alpha 1.2,2018,690000,11174,Petrol,Dealer,Manual,First Owner,Maruti,BalenoAlpha,9.321344930019094,13.444446876573442,6
3368,Hyundai Santro Xing GLS,2007,85000,85000,Petrol,Individual,Manual,Second Owner,Hyundai,SantroXing,11.350406535472453,11.350406535472453,17
3370,Nissan Sunny Diesel XV,2013,325000,105000,Diesel,Individual,Manual,First Owner,Nissan,SunnyDiesel,11.56171562913966,12.691580461311874,11
3373,Maruti S-Cross Sigma DDiS 200 SH,2017,690000,41000,Diesel,Individual,Manual,First Owner,Maruti,S-CrossSigma,10.621327345686446,13.444446876573442,7
3374,Hyundai Elantra CRDi S,2013,650000,54000,Diesel,Dealer,Manual,First Owner,Hyundai,ElantraCRDi,10.896739325546411,13.38472764187182,11
3375,Chevrolet Sail LS ABS,2014,375000,40000,Diesel,Individual,Manual,First Owner,Chevrolet,SailLS,10.596634733096073,12.834681304952548,10
3376,Hyundai Verna 1.6 SX CRDi (O),2013,525000,71000,Diesel,Dealer,Manual,First Owner,Hyundai,Verna1.6,11.170435156023453,13.17115354157376,11
3377,Maruti Eeco Smiles 5 Seater AC,2016,330000,72500,Petrol,Dealer,Manual,First Owner,Maruti,EecoSmiles,11.191341840842766,12.706847933442663,8
3378,Maruti Eeco Smiles 5 Seater AC,2013,280000,76600,Petrol,Dealer,Manual,First Owner,Maruti,EecoSmiles,11.246352355728682,12.542544882151386,11
3379,Maruti Swift ZXI,2014,470000,40000,Petrol,Individual,Manual,First Owner,Maruti,SwiftZXI,10.596634733096073,13.060487973686241,10
3380,Volkswagen Polo Diesel Trendline 1.2L,2011,350000,110000,Diesel,Individual,Manual,First Owner,Volkswagen,PoloDiesel,11.608235644774552,12.765688433465597,13
3381,Honda City 1.5 V Elegance,2012,480000,63000,Petrol,Dealer,Manual,First Owner,Honda,City1.5,11.05089000537367,13.081541382884074,12
3382,Hyundai Verna 1.6 CRDi SX,2016,620000,60000,Diesel,Individual,Manual,First Owner,Hyundai,Verna1.6,11.002099841204238,13.337474757021274,8
3383,Datsun GO T BSIV,2014,250000,58000,Petrol,Individual,Manual,First Owner,Datsun,GOT,10.968198289528557,12.429216196844383,10
3384,Chevrolet Spark 1.0,2010,78692,80000,Petrol,Individual,Manual,Second Owner,Chevrolet,Spark1.0,11.289781913656018,11.273296777396157,14
3385,Hyundai i20 Magna Optional 1.4 CRDi,2012,350000,80000,Diesel,Individual,Manual,First Owner,Hyundai,i20Magna,11.289781913656018,12.765688433465597,12
3386,Maruti Wagon R LX Minor,2013,250000,70000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.156250521031495,12.429216196844383,11
3387,Hyundai i20 1.2 Sportz,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,i201.2,11.489656838030873,12.468436909997665,13
3388,Honda Mobilio S i DTEC,2016,640000,36000,Diesel,Individual,Manual,Second Owner,Honda,MobilioS,10.491274217438248,13.369223455335854,8
3389,Tata New Safari DICOR 2.2 EX 4x2,2008,220000,90000,Diesel,Individual,Manual,Second Owner,Tata,NewSafari,11.407564949312402,12.301382825334498,16
3392,Maruti Wagon R VXI BS IV,2018,425000,15000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,9.615805480084347,12.959844447906553,6
3395,Datsun RediGO T Option,2016,229999,37500,Petrol,Individual,Manual,Second Owner,Datsun,RediGOT,10.532096211958502,12.345830240069793,8
3396,Maruti 800 Std,1999,45000,50000,Petrol,Individual,Manual,Third Owner,Maruti,800Std,10.819778284410283,10.714417768752456,25
3399,Hyundai EON Sportz,2016,340000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EONSportz,10.308952660644293,12.736700896592344,8
3400,Maruti Swift Dzire ZXI,2016,620000,35000,Petrol,Individual,Manual,First Owner,Maruti,SwiftDzire,10.46310334047155,13.337474757021274,8
3401,Tata Manza Club Class Quadrajet90 EX,2012,270000,60000,Diesel,Individual,Manual,First Owner,Tata,ManzaClub,11.002099841204238,12.506177237980511,12
3402,Tata Tiago 1.05 Revotorq XZ Plus,2018,400000,35000,Diesel,Individual,Manual,First Owner,Tata,Tiago1.05,10.46310334047155,12.89921982609012,6
3403,Maruti Wagon R VXI Optional,2015,260000,40000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,10.596634733096073,12.468436909997665,9
3404,Hyundai Santro LE zipPlus,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,SantroLE,10.819778284410283,10.778956289890028,21
3405,Tata Nano Twist XE,2015,100000,23800,Petrol,Individual,Manual,Second Owner,Tata,NanoTwist,10.077440859659566,11.512925464970229,9
3406,Nissan Terrano XL Plus 85 PS,2015,490000,70000,Diesel,Individual,Manual,First Owner,Nissan,TerranoXL,11.156250521031495,13.102160670086809,9
3407,Maruti Wagon R Duo Lxi,2010,120000,90000,LPG,Individual,Manual,Second Owner,Maruti,WagonR,11.407564949312402,11.695247021764184,14
3408,Hyundai i10 Era,2008,125000,102000,Petrol,Individual,Manual,Second Owner,Hyundai,i10Era,11.532728092266408,11.736069016284437,16
3410,Maruti Alto 800 LXI,2019,190000,5000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,8.517193191416238,12.154779351142624,5
3415,Fiat Linea T Jet Plus,2011,500000,20000,Petrol,Individual,Manual,First Owner,Fiat,LineaT,9.903487552536127,13.122363377404328,13
3417,Honda Civic 1.8 V MT,2008,320000,90000,Petrol,Individual,Manual,First Owner,Honda,Civic1.8,11.407564949312402,12.676076274775909,16
3418,Honda Civic 1.8 S AT,2007,250000,47000,Petrol,Dealer,Automatic,First Owner,Honda,Civic1.8,10.757902880692196,12.429216196844383,17
3419,Ford Figo Diesel Titanium,2010,105000,90000,Diesel,Individual,Manual,Third Owner,Ford,FigoDiesel,11.407564949312402,11.56171562913966,14
3420,Hyundai i20 Active 1.2 SX,2018,550000,20000,Petrol,Individual,Manual,First Owner,Hyundai,i20Active,9.903487552536127,13.217673557208654,6
3421,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,600000,1100,Petrol,Individual,Automatic,First Owner,Hyundai,Grandi10,7.003065458786462,13.304684934198283,5
3422,Maruti Alto 800 VXI,2020,210000,40000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,10.596634733096073,12.254862809699606,4
3423,Maruti Alto 800 LXI Airbag,2012,210000,15000,Petrol,Individual,Manual,First Owner,Maruti,Alto800,9.615805480084347,12.254862809699606,12
3424,Maruti Alto LXi,2009,150000,40000,Petrol,Individual,Manual,First Owner,Maruti,AltoLXi,10.596634733096073,11.918390573078392,15
3425,Hyundai i10 Era 1.1,2008,125000,60000,Petrol,Individual,Manual,First Owner,Hyundai,i10Era,11.002099841204238,11.736069016284437,16
3426,Maruti Celerio VXI,2016,380000,20000,Petrol,Individual,Manual,First Owner,Maruti,CelerioVXI,9.903487552536127,12.84792653170257,8
3427,Maruti Baleno Delta 1.2,2019,600000,5000,Petrol,Individual,Manual,First Owner,Maruti,BalenoDelta,8.517193191416238,13.304684934198283,5
3428,Maruti Swift VXI Deca,2016,490000,27000,Petrol,Individual,Manual,First Owner,Maruti,SwiftVXI,10.203592144986466,13.102160670086809,8
3429,Maruti Swift Dzire LDI,2018,545000,38000,Diesel,Individual,Manual,Second Owner,Maruti,SwiftDzire,10.545341438708522,13.208541073645382,6
3430,Maruti Wagon R VXI BS IV,2015,250000,25000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,10.126631103850338,12.429216196844383,9
3432,Maruti Wagon R LX Minor,2007,100000,100000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,11.512925464970229,11.512925464970229,17
3433,Ford Figo Diesel ZXI,2014,250000,100000,Diesel,Individual,Manual,Second Owner,Ford,FigoDiesel,11.512925464970229,12.429216196844383,10
3434,Maruti Wagon R LX BSIII,2007,100000,110000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,11.608235644774552,11.512925464970229,17
3435,Ford Figo 1.5D Ambiente ABS MT,2016,350000,60000,Diesel,Individual,Manual,Second Owner,Ford,Figo1.5D,11.002099841204238,12.765688433465597,8
3436,Renault Duster 110PS Diesel RxZ Plus,2012,370000,70000,Diesel,Individual,Manual,Second Owner,Renault,Duster110PS,11.156250521031495,12.821258284620408,12
3437,Maruti Zen VXi - BS III,2004,121000,110000,Petrol,Individual,Manual,Second Owner,Maruti,ZenVXi,11.608235644774552,11.703545824578878,20
3438,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000,44077,Petrol,Dealer,Automatic,First Owner,Ford,FigoAspire,10.693693383434516,13.253391639810733,7
3439,Maruti Ertiga SHVS VDI,2017,785000,24000,Diesel,Individual,Manual,First Owner,Maruti,ErtigaSHVS,10.085809109330082,13.573438996764546,7
3441,Maruti Wagon R VXI BS IV,2016,375000,30000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,10.308952660644293,12.834681304952548,8
3442,Maruti Baleno Alpha 1.2,2017,619000,40000,Petrol,Individual,Manual,First Owner,Maruti,BalenoAlpha,10.596634733096073,13.335860551666734,7
3443,Chevrolet Cruze LTZ,2011,335000,90000,Diesel,Individual,Manual,Second Owner,Chevrolet,CruzeLTZ,11.407564949312402,12.721885810807203,13
3444,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,500000,50000,Diesel,Individual,Manual,First Owner,Toyota,Innova2.5,10.819778284410283,13.122363377404328,18
3445,Maruti Wagon R LX,2003,60000,100000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.512925464970229,11.002099841204238,21
3449,Tata Indigo TDI,2013,270000,70000,Diesel,Individual,Manual,Second Owner,Tata,IndigoTDI,11.156250521031495,12.506177237980511,11
3450,Maruti Wagon R LXI Minor,2010,225000,100000,Petrol,Individual,Manual,Second Owner,Maruti,WagonR,11.512925464970229,12.323855681186558,14
3452,Chevrolet Beat Diesel LT,2013,173000,70000,Diesel,Individual,Manual,First Owner,Chevrolet,BeatDiesel,11.156250521031495,12.061046873479915,11
3454,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,710000,110000,Diesel,Individual,Automatic,First Owner,Volkswagen,Vento1.5,11.608235644774552,13.473020249017498,7
3456,Maruti Baleno Zeta 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,Maruti,BalenoZeta,9.903487552536127,13.217673557208654,7
3457,Maruti 800 AC BSIII,2008,58000,70000,Petrol,Individual,Manual,Second Owner,Maruti,800AC,11.156250521031495,10.968198289528557,16
3460,Maruti Swift LXi BSIV,2009,120000,83000,Petrol,Individual,Manual,Second Owner,Maruti,SwiftLXi,11.326595886778735,11.695247021764184,15
3462,Hyundai EON Era Plus,2018,300000,30000,Petrol,Individual,Manual,First Owner,Hyundai,EONEra,10.308952660644293,12.611537753638338,6
3463,Datsun GO Plus T Option BSIV,2015,295000,21000,Petrol,Individual,Manual,First Owner,Datsun,GOPlus,9.95227771670556,12.594730635321957,9
3464,Maruti Ertiga VXI CNG,2018,587000,80000,CNG,Individual,Manual,First Owner,Maruti,ErtigaVXI,11.289781913656018,13.282780098810234,6
3465,Ambassador Grand 1800 ISZ MPFI PW CL,2012,430000,50000,Petrol,Individual,Manual,Second Owner,Ambassador,Grand1800,10.819778284410283,12.971540487669746,12
3466,Hyundai Verna i (Petrol),2007,123000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,Vernai,10.819778284410283,11.719939634354555,17
3467,Skoda Laura Ambiente 2.0 TDI CR AT,2012,450000,48500,Diesel,Individual,Automatic,Second Owner,Skoda,LauraAmbiente,10.789319076925574,13.017002861746503,12
3468,Maruti Wagon R LXI Minor,2007,130000,60000,Petrol,Individual,Manual,Third Owner,Maruti,WagonR,11.002099841204238,11.77528972943772,17
3469,Tata Indica Vista Aqua 1.4 TDI,2010,110000,90000,Diesel,Individual,Manual,Second Owner,Tata,IndicaVista,11.407564949312402,11.608235644774552,14
3471,Hyundai Grand i10 Magna,2015,320000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,Grandi10,11.156250521031495,12.676076274775909,9
3472,Maruti Wagon R LXI BS IV,2014,300000,50000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,10.819778284410283,12.611537753638338,10
3473,Volkswagen CrossPolo 1.2 MPI,2016,350000,110000,Petrol,Individual,Manual,First Owner,Volkswagen,CrossPolo1.2,11.608235644774552,12.765688433465597,8
3476,Hyundai i20 1.2 Magna Executive,2017,540000,60000,Petrol,Individual,Manual,First Owner,Hyundai,i201.2,11.002099841204238,13.199324418540456,7
3477,Maruti Wagon R LXI CNG,2011,160000,60000,CNG,Individual,Manual,Second Owner,Maruti,WagonR,11.002099841204238,11.982929094215963,13
3478,Maruti SX4 VDI,2013,340000,100000,Diesel,Individual,Manual,Second Owner,Maruti,SX4VDI,11.512925464970229,12.736700896592344,11
3479,Maruti Eeco 5 Seater AC BSIV,2017,350000,40000,Petrol,Individual,Manual,Second Owner,Maruti,Eeco5,10.596634733096073,12.765688433465597,7
3480,Volkswagen Vento Diesel Style Limited Edition,2011,300000,100000,Diesel,Individual,Manual,First Owner,Volkswagen,VentoDiesel,11.512925464970229,12.611537753638338,13
3481,Maruti Ritz VDi,2013,330000,63000,Diesel,Individual,Manual,First Owner,Maruti,RitzVDi,11.05089000537367,12.706847933442663,11
3482,Maruti Wagon R LXI CNG,2016,325000,80000,CNG,Individual,Manual,Second Owner,Maruti,WagonR,11.289781913656018,12.691580461311874,8
3483,Maruti Swift Dzire VDI,2013,250000,55000,Diesel,Individual,Manual,First Owner,Maruti,SwiftDzire,10.915088464214607,12.429216196844383,11
3484,Maruti Swift Star VDI,2013,250000,55000,Diesel,Individual,Manual,First Owner,Maruti,SwiftStar,10.915088464214607,12.429216196844383,11
3485,Chevrolet Beat LT Option,2015,240000,60000,Petrol,Individual,Manual,First Owner,Chevrolet,BeatLT,11.002099841204238,12.388394202324129,9
3486,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,545000,5000,Petrol,Individual,Manual,First Owner,Hyundai,Grandi10,8.517193191416238,13.208541073645382,4
3487,Hyundai i10 Magna 1.1 iTech SE,2015,300000,48000,Petrol,Dealer,Manual,First Owner,Hyundai,i10Magna,10.778956289890028,12.611537753638338,9
3489,Renault KWID RXT,2017,240000,50000,Petrol,Individual,Manual,First Owner,Renault,KWIDRXT,10.819778284410283,12.388394202324129,7
3490,Renault KWID 1.0 RXT Optional,2018,360000,15000,Petrol,Individual,Manual,First Owner,Renault,KWID1.0,9.615805480084347,12.793859310432293,6
3491,Hyundai i20 1.4 CRDi Magna,2012,250000,70000,Diesel,Individual,Manual,First Owner,Hyundai,i201.4,11.156250521031495,12.429216196844383,12
3492,Skoda Laura Elegance 2.0 TDI CR AT,2019,475000,105000,Diesel,Dealer,Automatic,First Owner,Skoda,LauraElegance,11.56171562913966,13.071070083016778,5
3493,Hyundai i20 Asta Option 1.4 CRDi,2016,600000,50000,Diesel,Individual,Manual,Second Owner,Hyundai,i20Asta,10.819778284410283,13.304684934198283,8
3494,Tata Indigo CR4,2010,150000,80000,Diesel,Individual,Manual,Second Owner,Tata,IndigoCR4,11.289781913656018,11.918390573078392,14
3495,Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000,50000,Diesel,Individual,Manual,First Owner,Ford,EcoSport1.5,10.819778284410283,13.458835614025542,7
3499,Maruti Celerio ZXI AMT BSIV,2018,500000,10000,Petrol,Individual,Automatic,First Owner,Maruti,CelerioZXI,9.210340371976184,13.122363377404328,6
3500,Hyundai Santro Xing GLS,2012,193000,45000,Petrol,Individual,Manual,Second Owner,Hyundai,SantroXing,10.714417768752456,12.170445467887022,12
3502,Maruti Wagon R LXI Minor,2008,150000,50000,Petrol,Individual,Manual,First Owner,Maruti,WagonR,10.819778284410283,11.918390573078392,16
3503,Maruti 800 AC,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,800AC,10.596634733096073,11.289781913656018,22
3504,Ford Figo Diesel EXI,2010,130000,100000,Diesel,Individual,Manual,Third Owner,Ford,FigoDiesel,11.512925464970229,11.77528972943772,14
3505,Ford Figo Diesel EXI,2012,280000,80000,Diesel,Individual,Manual,Second Owner,Ford,FigoDiesel,11.289781913656018,12.542544882151386,12
3506,Mahindra Xylo D2 BS IV,2011,229999,110000,Diesel,Individual,Manual,Second Owner,Mahindra,XyloD2,11.608235644774552,12.345830240069793,13
3508,Tata Nano Cx BSIII,2010,70000,10000,Petrol,Individual,Manual,First Owner,Tata,NanoCx,9.210340371976184,11.156250521031495,14
3509,Maruti Ritz VDi,2013,240000,60000,Diesel,Individual,Manual,Second Owner,Maruti,RitzVDi,11.002099841204238,12.388394202324129,11
3510,Mahindra Xylo E8,2010,380000,72000,Diesel,Individual,Manual,Second Owner,Mahindra,XyloE8,11.184421397998193,12.84792653170257,14
3512,Hyundai Santro Xing XO,2006,80000,110000,Petrol,Individual,Manual,First Owner,Hyundai,SantroXing,11.608235644774552,11.289781913656018,18
3513,Hyundai i10 Era,2013,265000,50000,Petrol,Individual,Manual,First Owner,Hyundai,i10Era,10.819778284410283,12.487485104968359,11
3514,Hyundai EON Magna Plus Option,2018,320000,25000,Petrol,Individual,Manual,First Owner,Hyundai,EONMagna,10.126631103850338,12.676076274775909,6
3519,Mahindra XUV500 W6 2WD,2014,600000,80000,Diesel,Individual,Manual,Second Owner,Mahindra,XUV500W6,11.289781913656018,13.304684934198283,10
3520,Tata Tiago 1.2 Revotron XT,2018,420000,80000,Petrol,Individual,Manual,First Owner,Tata,Tiago1.2,11.289781913656018,12.948009990259552,6
3522,Skoda Laura Ambiente 2.0 TDI CR MT,2010,300000,100000,Diesel,Individual,Manual,Second Owner,Skoda,LauraAmbiente,11.512925464970229,12.611537753638338,14
3523,Hyundai Santro Xing XL eRLX Euro III,2006,100000,60000,Petrol,Dealer,Manual,Second Owner,Hyundai,SantroXing,11.002099841204238,11.512925464970229,18
3524,Maruti Alto K10 VXI,2017,350000,25000,Petrol,Dealer,Manual,First Owner,Maruti,AltoK10,10.126631103850338,12.765688433465597,7
3526,Maruti Alto LX,2008,140000,54000,Petrol,Dealer,Manual,First Owner,Maruti,AltoLX,10.896739325546411,11.84939770159144,16
3527,Ford Aspire Titanium Plus BSIV,2015,550000,17100,Petrol,Dealer,Manual,Second Owner,Ford,AspireTitanium,9.746833742490752,13.217673557208654,9
3528,Hyundai Grand i10 Asta Option AT,2017,525000,19000,Petrol,Dealer,Automatic,First Owner,Hyundai,Grandi10,9.852194258148577,13.17115354157376,7
3536,Datsun RediGO 1.0 S,2017,250000,15000,Petrol,Individual,Manual,First Owner,Datsun,RediGO1.0,9.615805480084347,12.429216196844383,7
3537,Maruti Ignis 1.2 AMT Alpha BSIV,2018,700000,25000,Petrol,Individual,Automatic,First Owner,Maruti,Ignis1.2,10.126631103850338,13.458835614025542,6
3539,Mahindra XUV500 W6 2WD,2013,660000,69000,Diesel,Individual,Manual,First Owner,Mahindra,XUV500W6,11.141861783579396,13.399995114002609,11
3540,Maruti Swift VDI BSIV,2015,465000,60000,Diesel,Individual,Manual,Third Owner,Maruti,SwiftVDI,11.002099841204238,13.049792684569493,9
3542,Maruti Swift Dzire VDI,2017,600000,66000,Diesel,Individual,Manual,Third Owner,Maruti,SwiftDzire,11.097410021008562,13.304684934198283,7
3543,Ford Fiesta 1.4 ZXi Duratec,2010,150000,110000,Petrol,Individual,Manual,First Owner,Ford,Fiesta1.4,11.608235644774552,11.918390573078392,14
3544,Hyundai Verna 1.6 SX,2014,450000,78000,Diesel,Individual,Manual,Second Owner,Hyundai,Verna1.6,11.26446410567173,13.017002861746503,10
3545,Hyundai Elite i20 Sportz Plus BSIV,2019,721000,10000,Petrol,Individual,Manual,First Owner,Hyundai,Elitei20,9.210340371976184,13.488394416267086,5
3546,Maruti Swift 1.2 DLX,2018,300000,35000,Petrol,Individual,Manual,First Owner,Maruti,Swift1.2,10.46310334047155,12.611537753638338,6
3548,Renault KWID RXT,2016,300000,40000,Petrol,Individual,Manual,First Owner,Renault,KWIDRXT,10.596634733096073,12.611537753638338,8
3550,Maruti Esteem AX,1997,79000,70000,Petrol,Individual,Automatic,First Owner,Maruti,EsteemAX,11.156250521031495,11.27720313144916,27
3551,Ford Figo 1.5D Trend MT,2017,545000,40000,Diesel,Individual,Manual,First Owner,Ford,Figo1.5D,10.596634733096073,13.208541073645382,7
3553,Skoda Rapid 1.5 TDI Ambition,2016,700000,93000,Diesel,Individual,Manual,First Owner,Skoda,Rapid1.5,11.440354772135393,13.458835614025542,8
